document;left context;formula;;;unique;count
Vinyar_Вампилов. Прошлым летом в Чулимске;До сих пор он не может ей простить, до сих пор страдает. Разве это не любовь? Ну скажи… Ты как думаешь? 	 ;не знаю;;;;
Vinyar_Вампилов. Прошлым летом в Чулимске;За дверью скандал поутих, доносятся лишь отдельные выкрики. Что именно выкрикивают – не поймешь. Зина, что ты от меня хочешь? 	 Я? 	 ;да;;;;
Vinyar_Вампилов. Прошлым летом в Чулимске;А как ты думаешь? 	 Чтоб я на тебе женился. 	 Возможно… Но главное не в этом. 	 ;не знаю;;;;
Vinyar_Вампилов. Прошлым летом в Чулимске;Какие у тебя планы на вечер? 	 Планы? 	 Послушай, идем сегодня на танцы. 	 На танцы? 	 ;ну почему нет;;;;
Vinyar_Вампилов. Прошлым летом в Чулимске;Что же вечером делать? 	 Зина, ты меня удивляешь. Какие танцы, что ты. На танцах я в последний раз был в тысяча девятьсот… 	 ;ладно;;;;
Vinyar_Вампилов. Прошлым летом в Чулимске;А тебе не стыдно? 	 Ну в ДК – еще куда ни шло, но в Потеряиху! Зина, это безумие. 	 ;ладно;;;;
Vinyar_Вампилов. Прошлым летом в Чулимске;А тебе не стыдно? 	 Ну в ДК – еще куда ни шло, но в Потеряиху! Зина, это безумие. 	 Ладно, ;ладно;;;;
Vinyar_Вампилов. Прошлым летом в Чулимске;Просто я думаю, чем заняться сегодня после работы. ;ладно;;;;
Vinyar_Вампилов. Прошлым летом в Чулимске;Да. Что бы ты сделал, если бы я тебе изменила? 	 Ты уверена, что хотела спросить именно это? 	 ;да;;;;
Vinyar_Вампилов. Прошлым летом в Чулимске;Какая шутка? 	 Да вот про пенсию. Мне кажется, это и на самом деле твое единственное желание. 	 ;конечно;;;;
Vinyar_Вампилов. Прошлым летом в Чулимске;Объяснил бы наконец. Шаманов пожал плечами. 	 		Это было давно, 		Лет пятнадцать назад… 	 ;ну серьезно;;;;
Vinyar_Вампилов. Прошлым летом в Чулимске;А что знаю, услышала от других людей, не от тебя. Знаешь, даже немного обидно… Да нет, не беспокойся, пожалуйста, ничего я от тебя не требую… Но я хотела бы тебя понять. 	 ;зачем;;;;
Vinyar_Вампилов. Прошлым летом в Чулимске;Да нет, не беспокойся, пожалуйста, ничего я от тебя не требую… Но я хотела бы тебя понять. 	 Зачем, Зина, зачем понять? 	 ;зачем;;;;
Vinyar_Вампилов. Прошлым летом в Чулимске;Стоит рассказать, и вопросов у тебя появится еще больше, и они будут еще нелепее. Уволь, Зина… Не обижайся, но у меня нет никакого желания исповедоваться. 	 ;ладно;;;;
Vinyar_Вампилов. Прошлым летом в Чулимске;Стоит рассказать, и вопросов у тебя появится еще больше, и они будут еще нелепее. Уволь, Зина… Не обижайся, но у меня нет никакого желания исповедоваться. 	 Ладно, ;ладно;;;;
Vinyar_Вампилов. Прошлым летом в Чулимске;что я про тебя ничего не знаю. Кое-что мне все-таки известно. 	 ;тем лучше;;;;
Vinyar_Вампилов. Прошлым летом в Чулимске;А я тебя понимаю. (Сразу, как бы извиняясь.) Мне кажется, я понимаю, в чем дело. 	 ;в чем дело;;;;
Vinyar_Вампилов. Прошлым летом в Чулимске;Ногти. Ничего не скажешь, ногти у нее чудные. Ну что, ты ее не припоминаешь? 	 ;не знаю;;;;
Vinyar_Вампилов. Прошлым летом в Чулимске;Неужели это был ты?.. (Не сразу.) Я думаю, ты добивался справедливости. 	 ;допустим;;;;
Vinyar_Вампилов. Прошлым летом в Чулимске;Я ее не помню. Но добиваться невозможного – в самом деле сумасшествие… Между прочим, суд состоится на днях… Я получил повестку. 	 ;да;;;;
Vinyar_Вампилов. Прошлым летом в Чулимске;Но добиваться невозможного – в самом деле сумасшествие… Между прочим, суд состоится на днях… Я получил повестку. 	 Да? 	 ;да;;;;
Vinyar_Вампилов. Прошлым летом в Чулимске;Ни в коем случае. С меня хватит. Биться головой об стену – пусть этим занимаются другие. Кто помоложе и у кого черепок потверже. 	 ;да-а;;;;
Vinyar_Вампилов. Прошлым летом в Чулимске;Знаешь, что сказала эта Лариса, когда узнала, что ты здесь? (Подражая Ларисе.) «Что ж, деревня, говорят, успокаивает, он правильно сделал, что туда уехал». 	 ;ерунда;;;;
Vinyar_Вампилов. Прошлым летом в Чулимске;«Сердечный привет, надеюсь, он еще не постригся в монахи». 	 Вспомнил! У нее здесь (показывает) железная коронка. 	 ;точно;;;;
Vinyar_Вампилов. Прошлым летом в Чулимске;эта коронка чуть дребезжит. Оба смеются. 	 ;точно;;;;
Vinyar_Вампилов. Прошлым летом в Чулимске;До сих пор дребезжит? 	 До сих пор. 	 ;ну да;;;;
Vinyar_Вампилов. Прошлым летом в Чулимске;(Показывает. Одобрительно.) И надо сказать, она… 	 ;да-да;;;;
Vinyar_Вампилов. Прошлым летом в Чулимске;Мой зав – она вон она, уже делает мне ручкой из окошечка. Пойду… Когда увидимся?.. За ужином? 	 ;не знаю;;;;
Vinyar_Вампилов. Прошлым летом в Чулимске;Пашке двадцать четыре года, в деревне он в гостях, на нем ярко-красная экстравагантная куртка, но одновременно и грубые рабочие башмаки. Парень он крупный, неуклюжий. Взгляд чуть исподлобья, говорит басом. Вообще склонность идти напролом хорошо согласуется с его внешностью. 	 ;здрасте;;;;
Vinyar_Вампилов. Прошлым летом в Чулимске;Парень он крупный, неуклюжий. Взгляд чуть исподлобья, говорит басом. Вообще склонность идти напролом хорошо согласуется с его внешностью. 	 Здрасте. 	 ;добрый день;;;;
Vinyar_Вампилов. Прошлым летом в Чулимске;Баню сегодня протопишь. 	 Пусть инвалид протопит. 	 Я говорю, ты протопишь. Понял? 	 ;ладно;;;;
Vinyar_Вампилов. Прошлым летом в Чулимске;Слазь отсюдова. (Сталкивает его с подоконника.) 	 Да погоди ты, мать. Дай покурить спокойно. 	 ;че;;;;
Vinyar_Вампилов. Прошлым летом в Чулимске;Да погоди ты, мать. Дай покурить спокойно. 	 Че, скажешь, покурить сюда пришел? 	 ;а че еще;;;;
Vinyar_Вампилов. Прошлым летом в Чулимске;Я и без того заведенный. 	 Заведенный… Уезжать тебе надо, Павел. 	 ;ну во-от;;;;
Vinyar_Вампилов. Прошлым летом в Чулимске;Послушайся, Павел, матери – уезжай. Пустое твое дело. 	 Обижаешь, мать. Помочь бы могла. 	 ;эх;;;;
Vinyar_Вампилов. Прошлым летом в Чулимске;Появляется Валентина с подносом и тряпкой. Прибирает на столе, за которым сидели Шаманов и Кашкина. Здравствуй, Валентина. 	 ;здравствуй;;;;
Vinyar_Вампилов. Прошлым летом в Чулимске;Направляется в помещение чайной, но Пашка загораживает ей дорогу.) 	 ;погоди;;;;
Vinyar_Вампилов. Прошлым летом в Чулимске;(Схватил ее за руку.) Ну че ты как неродная… 	 Пусти. 	 А выйдешь вечером? 	 ;нет;;;;
Vinyar_Вампилов. Прошлым летом в Чулимске;Никуда ты от меня не денешься. 	 Пусти! 	 Послушай-ка. Нельзя ли полегче? 	 ;че такое;;;;
Vinyar_Вампилов. Прошлым летом в Чулимске;нельзя ли полегче – с девушкой? 	 ;а че такое;;;;
Vinyar_Вампилов. Прошлым летом в Чулимске;Шаманов не отвечает. (Садится напротив Шаманова.) ;нет;;;;
Vinyar_Вампилов. Прошлым летом в Чулимске;Че тебе не нравится? Шаманов не отвечает. (Садится напротив Шаманова.) Нет, ;серьезно;;;;
Vinyar_Вампилов. Прошлым летом в Чулимске;А то я могу. (Лицом и корпусом подался к Шаманову.) Хау ду ю ду – это по-английски, а по-русски это значит – не суйся не в свое дело. Правильно? 	 ;да нет;;;;
Vinyar_Вампилов. Прошлым летом в Чулимске;не валяй дурака, веди себя приличнее. 	 ;ниче;;;;
Vinyar_Вампилов. Прошлым летом в Чулимске;покрепче его понужните, чтоб он понимал. 	 ;ниче;;;;
Vinyar_Вампилов. Прошлым летом в Чулимске;чтоб он понимал. 	 Ниче, ;ниче;;;;
Vinyar_Вампилов. Прошлым летом в Чулимске;Я тебе серьезно говорю. (Отходит от столика Шаманова.) В буфете за спиной Хороших появляется Еремеев. Он протягивает Хороших деньги. 	 ;нет;;;;
Vinyar_Вампилов. Прошлым летом в Чулимске;(Отходит от столика Шаманова.) В буфете за спиной Хороших появляется Еремеев. Он протягивает Хороших деньги. 	 Нет, ;нет;;;;
Vinyar_Вампилов. Прошлым летом в Чулимске;Сказала – нет… Дергачев появляется и подталкивает Еремеева с другой стороны. 	 Не твои деньги, не имеешь права. 	 ;нет;;;;
Vinyar_Вампилов. Прошлым летом в Чулимске;Еремеев выбирается из буфета. 	 Выйди, Афанасий. Не получишь больше – все равно. 	 ;ну;;;;
Vinyar_Вампилов. Прошлым летом в Чулимске;Эй ты, деятель… Дергачев повернулся, только сейчас он заметил Пашку. Выйди из буфета. По-хорошему. 	 ;а-а;;;;
Vinyar_Вампилов. Прошлым летом в Чулимске;Выйди, Афанасий. А ты, Павел, помолчи… 	 Заткнись, не то… 	 ;ну че;;;;
Vinyar_Вампилов. Прошлым летом в Чулимске;Налью, слышишь? 	 Куда лить-то?.. Хватит с него, налил с утра пораньше. 	 ;ну;;;;
Vinyar_Вампилов. Прошлым летом в Чулимске;Афанасий! (Устремляется вслед за Дергачевым.) Дергачев появляется, приближается к Пашке, берет его за грудки. 	 ;ну и че;;;;
Vinyar_Вампилов. Прошлым летом в Чулимске;Уведем его, слышишь… Ради бога, Павел… 	 А ну отцепитесь!.. Я научу вас свободу любить… 	 ;ладно;;;;
Vinyar_Вампилов. Прошлым летом в Чулимске;Вот я все хочу тебя спросить… Зачем ты это делаешь? 	 Вы про палисадник?.. Зачем я его чиню? 	 ;да;;;;
Vinyar_Вампилов. Прошлым летом в Чулимске;Вы про палисадник?.. Зачем я его чиню? 	 Да, зачем? 	 ;но;;;;
Vinyar_Вампилов. Прошлым летом в Чулимске;И вы, значит, не понимаете… Меня все уже спрашивали, кроме вас. Я думала, что вы понимаете. 	 ;нет;;;;
Vinyar_Вампилов. Прошлым летом в Чулимске;Я чиню палисадник для того, чтобы он был целый. 	 ;да;;;;
Vinyar_Вампилов. Прошлым летом в Чулимске;А вот и неправда. Некоторые, например, и сейчас обходят по тротуару. Есть такие. 	 Неужели? 	 ;да;;;;
Vinyar_Вампилов. Прошлым летом в Чулимске;Вы всегда обходите по тротуару. 	 Я?.. ;ну не знаю;;;;
Vinyar_Вампилов. Прошлым летом в Чулимске;Во всяком случае, пример неудачный. Я хожу с другой стороны. 	 С другой стороны, но и с этой вы тоже ходите. И всегда вокруг. 	 ;да;;;;
Vinyar_Вампилов. Прошлым летом в Чулимске;Я хожу с другой стороны. 	 С другой стороны, но и с этой вы тоже ходите. И всегда вокруг. 	 Да? ;ну;;;;
Vinyar_Вампилов. Прошлым летом в Чулимске;Так оно и будет. 	 Неправда! Увидите, они будут ходить по тротуару. 	 Ты возлагаешь на них слишком большие надежды. 	 ;да нет же;;;;
Vinyar_Вампилов. Прошлым летом в Чулимске;в конце концов. Я посею здесь маки и тогда… 	 ;нет;;;;
Vinyar_Вампилов. Прошлым летом в Чулимске;(Ждет, потом Валентине.) А ты не пробовала прибить доски гвоздями? 	 Пробовала. Две доски сломали пополам. 	 ;вот видишь;;;;
Vinyar_Вампилов. Прошлым летом в Чулимске;Валентина наладила калитку, выпрямилась. Небольшая пауза. Валентина – в палисаднике, Шаманов стоит против нее по другую сторону калитки. 	 ;спасибо;;;;
Vinyar_Вампилов. Прошлым летом в Чулимске;Другой раз легко, а сегодня что-то не получается… 	 ;да;;;;
Vinyar_Вампилов. Прошлым летом в Чулимске;а сегодня что-то не получается… 	 Да, ;в самом деле;;;;
Vinyar_Вампилов. Прошлым летом в Чулимске;Нет, нет, не опускай голову, дай я на тебя полюбуюсь. Я давно не видел, чтобы кто-нибудь краснел. Далее – она хотела выйти, но он прикрыл калитку. ;подожди;;;;
Vinyar_Вампилов. Прошлым летом в Чулимске;Нет, нет, не опускай голову, дай я на тебя полюбуюсь. Я давно не видел, чтобы кто-нибудь краснел. Далее – она хотела выйти, но он прикрыл калитку. Подожди… ;подожди;;;;
Vinyar_Вампилов. Прошлым летом в Чулимске;Небольшая пауза. Сколько тебе лет?.. Семнадцать?.. Восемнадцать? 	 ;да;;;;
Vinyar_Вампилов. Прошлым летом в Чулимске;по-моему, все уже там. 	 ;да;;;;
Vinyar_Вампилов. Прошлым летом в Чулимске;А ты? Почему ты осталась? 	 Осталась… А разве всем надо уезжать? 	 ;нет;;;;
Vinyar_Вампилов. Прошлым летом в Чулимске;Я слышал, отец тебя не пускает. Это правда?.. Или – что тебя держит? 	 Вам неинтересно… 	 ;а все же;;;;
Vinyar_Вампилов. Прошлым летом в Чулимске;Что-то не вижу я желающих… Может, ты кого знаешь? 	 Все знают… Кроме вас. 	 ;вот как;;;;
Vinyar_Вампилов. Прошлым летом в Чулимске;(Остановился.) 	 Слепой… Но не глухой же вы, правда же? 	 ;да нет;;;;
Vinyar_Вампилов. Прошлым летом в Чулимске;Сколько угодно. Тем более: глазеть в окно – в этом все ваше дело. 	 Не все, допустим, но когда есть на что посмотреть… А было на что посмотреть. 	 ;что ж;;;;
Vinyar_Вампилов. Прошлым летом в Чулимске;кроме меня. Я одна наблюдала. 	 ;ну;;;;
Vinyar_Вампилов. Прошлым летом в Чулимске;разговорились? 	 Да так, очень просто. Я сделал ей комплимент, она… ;да;;;;
Vinyar_Вампилов. Прошлым летом в Чулимске;Ты – прежде всех!.. И вообще, с какой стати ты меня терроризируешь, по какому праву? Я не желаю больше этого терпеть, не же-ла-ю, ясно тебе? 	 ;ясно;;;;
Vinyar_Вампилов. Прошлым летом в Чулимске;Уй-ди… Я хочу, чтобы меня оставили в покое. Сейчас. С этой самой минуты. 	 ;ладно;;;;
Vinyar_Вампилов. Прошлым летом в Чулимске;Пауза, во время которой Кашкина заходит во двор, появляется на лестнице и исчезает у себя в мезонине. Появляется Пашка. Поднимается на веранду, некоторое время молча стоит перед Шамановым. ;ну;;;;
Vinyar_Вампилов. Прошлым летом в Чулимске;Что скажешь? 	 Разговор у нас уже был… Может, ты меня не понял?.. Про Валентину понял ты или нет? 	 ;пока нет;;;;
Vinyar_Вампилов. Прошлым летом в Чулимске;Может, ты меня не понял?.. Про Валентину понял ты или нет? 	 Пока нет. Еще не понял. 	 ;брось;;;;
Vinyar_Вампилов. Прошлым летом в Чулимске;А я тебе говорю прямо, и притом последний раз говорю: увижу тебя с ней – обоим не поздоровится… Худо будет. Говорю тебе честно. (Молчит.) 	 ;все;;;;
Vinyar_Вампилов. Прошлым летом в Чулимске;У тебя в руках неплохая машина. Старенькая, правда, но все же… Может, попробуешь? 	 ;брось;;;;
Vinyar_Вампилов. Прошлым летом в Чулимске;И учти, этот разговор последний. Если увижу… 	 Ты увидишь… Сегодня же ты увидишь. 	 ;брось;;;;
Vinyar_Вампилов. Прошлым летом в Чулимске;Ты опоздал. 	 Заткнись… 	 Ты зря стараешься. Ты ей не нужен. 	 ;заткнись;;;;
Vinyar_Вампилов. Прошлым летом в Чулимске;Помочь ничем не могу. (Прячет пистолет.) Звук машинного тормоза, мужской голос: «;ну че;;;;
Vinyar_Вампилов. Прошлым летом в Чулимске;Отдашь ей. Только сразу, как она придет. Договорились? Еремеев кивает. ;да смотри;;;;
Vinyar_Вампилов. Прошлым летом в Чулимске;Договорились? Еремеев кивает. Да смотри, другому кому не отдай. 	 ;хорошо;;;;
Vinyar_Вампилов. Прошлым летом в Чулимске;Договорились? Еремеев кивает. Да смотри, другому кому не отдай. 	 Хорошо, ;хорошо;;;;
Vinyar_Вампилов. Прошлым летом в Чулимске;Ну вот… (Еремееву.) ;спасибо;;;;
Vinyar_Вампилов. Прошлым летом в Чулимске;Что там сказали? Дадут вам пенсию? Еремеев качает головой. А почему? 	 ;ох-хо;;;;
Vinyar_Вампилов. Прошлым летом в Чулимске;Ты грамотная, сама, однако, знаешь… (Живо.) Из города приехала? 	 Я?.. ;да;;;;
Vinyar_Вампилов. Прошлым летом в Чулимске;Эдельмана знаешь? Кашкина качает головой. Быкова, однако, тоже не знаешь… 	 ;нет;;;;
Vinyar_Вампилов. Прошлым летом в Чулимске;Эдельмана знаешь? Кашкина качает головой. Быкова, однако, тоже не знаешь… 	 Нет, ;нет;;;;
Vinyar_Вампилов. Прошлым летом в Чулимске;Но почему? Если они там, если не разъехались… 	 Здесь не найдешь, там совсем не найдешь. 	 ;зря вы так;;;;
Vinyar_Вампилов. Прошлым летом в Чулимске;Вы не торопитесь, не падайте духом раньше времени… Что это у вас? (Показывает на записку, которую Еремеев держит в руке.) 	 ;а;;;;
Vinyar_Вампилов. Прошлым летом в Чулимске;Она вас ждет. 	 Райздрав, говоришь? Ждет, говоришь? 	 ;да;;;;
Vinyar_Вампилов. Прошлым летом в Чулимске;Что же делать? 	 Вот задача… Что же придумать? 	 Что же придумать?.. 	 ;ладно;;;;
Vinyar_Вампилов. Прошлым летом в Чулимске;А бумагу давайте сюда. Я передам. 	 ;спасибо;;;;
Vinyar_Вампилов. Прошлым летом в Чулимске;Идите, так уж и быть. А бумагу давайте сюда. Я передам. 	 Спасибо, ;спасибо;;;;
Vinyar_Вампилов. Прошлым летом в Чулимске;Она придет, ей отдай. 	 ;ну-ну;;;;
Vinyar_Вампилов. Прошлым летом в Чулимске;ей отдай. 	 Ну-ну, ;хорошо;;;;
Vinyar_Вампилов. Прошлым летом в Чулимске;Роза, говоришь? 	 Роза Матвеевна, не забудьте. 	 Бумагу Валентине отдай. Другому не отдай. 	 ;ладно;;;;
Vinyar_Вампилов. Прошлым летом в Чулимске;Роза Матвеевна, не забудьте. 	 Бумагу Валентине отдай. Другому не отдай. 	 Ладно, ;ладно;;;;
Vinyar_Вампилов. Прошлым летом в Чулимске;здесь… в десять вечера…» (Медленно складывает записку.) Появляется Хороших. 	 ;господи;;;;
Vinyar_Вампилов. Прошлым летом в Чулимске;Где она?.. Буфет нараспашку, касса открытая, она че думает?.. Давно здесь сидишь? Не видала ее? 	 ;нет;;;;
Vinyar_Вампилов. Прошлым летом в Чулимске;Так просто, для порядка и вовсе не ради тебя. Не замечал он тебя и не замечает. Скажи, не так? 	 ;так;;;;
Vinyar_Вампилов. Прошлым летом в Чулимске;Или ты не видишь? 	 Вижу, тетя Аня. 	 Так из-за кого же ты переживаешь – подумай! Не стыдно тебе? 	 ;нет;;;;
Vinyar_Вампилов. Прошлым летом в Чулимске;Ты обычаем ему не тычь, скажи лучше, что ему делать. (С насмешкой.) Ты у нас парень авторитетный, вес имеешь, законы знаешь – вот и давай. 	 ;гм;;;;
Vinyar_Вампилов. Прошлым летом в Чулимске;Ты обычаем ему не тычь, скажи лучше, что ему делать. (С насмешкой.) Ты у нас парень авторитетный, вес имеешь, законы знаешь – вот и давай. 	 Гм. ;что ж;;;;
Vinyar_Вампилов. Прошлым летом в Чулимске;Что ж… Могу дать ему добрый совет. 	 ;ну;;;;
Vinyar_Вампилов. Прошлым летом в Чулимске;На дочь свою, на алименты. Разыщут твою дочь, будешь с ней судиться. 	 Зачем суд? Почему дочь? ;нет;;;;
Vinyar_Вампилов. Прошлым летом в Чулимске;Разыщут твою дочь, будешь с ней судиться. 	 Зачем суд? Почему дочь? Нет, ;нет;;;;
Vinyar_Вампилов. Прошлым летом в Чулимске;(Еремееву.) Чего испугался? Судить будут заочно, притом в твою же пользу. И притом… 	 ;нет;;;;
Vinyar_Вампилов. Прошлым летом в Чулимске;Чего испугался? Судить будут заочно, притом в твою же пользу. И притом… 	 Нет, ;нет;;;;
Vinyar_Вампилов. Прошлым летом в Чулимске;Обратно ухожу, в тайгу ухожу. 	 ;нет;;;;
Vinyar_Вампилов. Прошлым летом в Чулимске;В чем и дело. Помогать она тебе должна. А не захочет, ну тогда ее судом заставят. 	 ;нет;;;;
Vinyar_Вампилов. Прошлым летом в Чулимске;В чем и дело. Помогать она тебе должна. А не захочет, ну тогда ее судом заставят. 	 Нет, ;нет;;;;
Vinyar_Вампилов. Прошлым летом в Чулимске;Закон – тайга, прокурор – медведь. Собирайся, брат, до дому. 	 До дому, до дому. 	 ;и вот;;;;
Vinyar_Вампилов. Прошлым летом в Чулимске;Хороших насторожилась. 	 Ты пойдешь? 	 ;а что;;;;
Vinyar_Вампилов. Прошлым летом в Чулимске;(Поднимается, уходит в чайную.) Еремеев идет за Дергачевым. Мечеткин, намереваясь пройти через палисадник, подходит к калитке, но в это время его окликает Кашкина. 	 Иннокентий Степаныч! 	 ;а;;;;
Vinyar_Вампилов. Прошлым летом в Чулимске;Оборачивается.) 	 Который час? 	 ;э-э;;;;
Vinyar_Вампилов. Прошлым летом в Чулимске;(Оборачивается.) 	 Который час? 	 Э-э… Двадцать минут девятого. 	 ;спасибо;;;;
Vinyar_Вампилов. Прошлым летом в Чулимске;чтобы уйти). 	 Зинаида Павловна! ;извините;;;;
Vinyar_Вампилов. Прошлым летом в Чулимске;(Поворачивается, чтобы уйти). 	 Зинаида Павловна! Извините, есть один разговор. 	 ;да;;;;
Vinyar_Вампилов. Прошлым летом в Чулимске;(Поворачивается, чтобы уйти). 	 Зинаида Павловна! Извините, есть один разговор. 	 Да? 	 ;нет;;;;
Vinyar_Вампилов. Прошлым летом в Чулимске;Да? 	 Нет, ;нет;;;;
Vinyar_Вампилов. Прошлым летом в Чулимске;Я должен поговорить с вами как член месткома. Дергачев выходит из чайной с ножовкой в руках. Взял брусок, начал пилить. 	 ;так что;;;;
Vinyar_Вампилов. Прошлым летом в Чулимске;О чем это вы? Говорите прямо. 	 Поймите меня правильно. Лично я против вас и против товарища Шаманова ничего не имею. 	 ;ага;;;;
Vinyar_Вампилов. Прошлым летом в Чулимске;Говорите прямо. 	 Поймите меня правильно. Лично я против вас и против товарища Шаманова ничего не имею. 	 Ага… ;понятно;;;;
Vinyar_Вампилов. Прошлым летом в Чулимске;Что делать?.. (Мечеткину.) Вы водку пьете? Давайте выпьем водки. 	 ;а;;;;
Vinyar_Вампилов. Прошлым летом в Чулимске;Потом рассчитаемся… Что такое? Может, вы непьющий? 	 ;н-нет;;;;
Vinyar_Вампилов. Прошлым летом в Чулимске;Ни в коем случае. 	 Так что с вами такое? 	 Ничего, Зинаида Павловна! Побежал за водкой. 	 ;подождите;;;;
Vinyar_Вампилов. Прошлым летом в Чулимске;Что-то мне расхотелось пить. 	 Все ясно. Это был минутный каприз, я так и знал. 	 ;что-о;;;;
Vinyar_Вампилов. Прошлым летом в Чулимске;А может… сбегать все же? 	 ;нет;;;;
Vinyar_Вампилов. Прошлым летом в Чулимске;Зинаида Павловна! Поймите меня правильно. Я не по легкомыслию, я, Зинаида Павловна, серьезно… Я жениться могу. 	 ;что-что-что;;;;
Vinyar_Вампилов. Прошлым летом в Чулимске;Иннокентий Степаныч, золото… Ну могла ли я надеяться, что кто-нибудь меня сегодня рассмешит? 	 Вот, значит, ;как;;;;
Vinyar_Вампилов. Прошлым летом в Чулимске;Вот, значит, как? Значит, вы меня разыграли? Я к вам всей душой, а вы ко мне, извините? 	 ;да нет же;;;;
Vinyar_Вампилов. Прошлым летом в Чулимске;Спасибо вам за ваше предложение, но… Уверяю вас, зря вы так обиделись. Ну подумайте, гожусь я вам в невесты? 	 ;а что;;;;
Vinyar_Вампилов. Прошлым летом в Чулимске;Уверяю вас, зря вы так обиделись. Ну подумайте, гожусь я вам в невесты? 	 А что, Зинаида Павловна? 	 ;ну что вы;;;;
Vinyar_Вампилов. Прошлым летом в Чулимске;Вспомните-ка, зачем вы сюда пришли. Вспомнили?.. Скажите, вы были женаты? 	 ;ни разу;;;;
Vinyar_Вампилов. Прошлым летом в Чулимске;А я и замужем побывала. Видите… ;нет;;;;
Vinyar_Вампилов. Прошлым летом в Чулимске;За счастье, Иннокентий Степаныч, надо драться. Зубами и ногами. Ясно вам? 	 Я вас понял. 	 ;извините;;;;
Vinyar_Вампилов. Прошлым летом в Чулимске;А что? 	 Ну вот, перенесем этот разговор на после работы. 	 Можете сейчас сказать… (Отгоняет руками комаров.) 	 ;нет;;;;
Vinyar_Вампилов. Прошлым летом в Чулимске;Мотоцикл замолк, у своих ворот появляется Помигалов. (Приподнимает шляпу, которая во время еды была у него на голове.) Лесорубам, передовикам производства! 	 ;добрый вечер;;;;
Vinyar_Вампилов. Прошлым летом в Чулимске;Брось, Валя, не прикидывайся. Он сказал, что вы с ним давно встречаетесь. 	 Не ври, Павел. 	 Я вру? 	 ;а то нет;;;;
Vinyar_Вампилов. Прошлым летом в Чулимске;Ты его не знаешь. Шутит он или серьезно – сразу у него не поймешь… Ну зачем ему выдумывать, чего не было? 	 Не было? 	 ;да;;;;
Vinyar_Вампилов. Прошлым летом в Чулимске;Не хочу знать, Валя. Ничего не хочу знать. (Глухо.) В Потеряихе сегодня танцы… 	 ;нет;;;;
Vinyar_Вампилов. Прошлым летом в Чулимске;На руках тебя понесу. До самой Потеряихи. 	 ;нет;;;;
Vinyar_Вампилов. Прошлым летом в Чулимске;Я не пойду… Не могу я с тобой пойти, пойми. 	 Я тупой, Валя, я не пойму. 	 ;добрый вечер;;;;
Vinyar_Вампилов. Прошлым летом в Чулимске;Не могу я с тобой пойти, пойми. 	 Я тупой, Валя, я не пойму. 	 Добрый вечер. (Пашке о рябчиках.) ;ах;;;;
Vinyar_Вампилов. Прошлым летом в Чулимске;Поздравляю… Это куропатки? 	 Рябчики. 	 Рябчики? ;ах;;;;
Vinyar_Вампилов. Прошлым летом в Чулимске;Ну вот попробуйте. 	 Ну что вы, я не для того сказала. 	 Берите, берите. 	 ;нет;;;;
Vinyar_Вампилов. Прошлым летом в Чулимске;Ну вот попробуйте. 	 Ну что вы, я не для того сказала. 	 Берите, берите. 	 Нет, ;нет;;;;
Vinyar_Вампилов. Прошлым летом в Чулимске;нам все равно не хватит, а одной вам в самый раз. 	 ;нет;;;;
Vinyar_Вампилов. Прошлым летом в Чулимске;а одной вам в самый раз. 	 Нет, ;нет;;;;
Vinyar_Вампилов. Прошлым летом в Чулимске;На двоих, по штуке на каждого – тоже ничего. (Сует Кошкиной рябчиков.) Во время разговора Валентина стоит перед палисадником, глядя прямо перед собой. 	 ;спасибо;;;;
Vinyar_Вампилов. Прошлым летом в Чулимске;(Роется в сумочке.) 	 Это вы бросьте. Или так берите, или… 	 ;ну спасибо;;;;
Vinyar_Вампилов. Прошлым летом в Чулимске;А ведь я шла за этими дрянными котлетами. (С восторгом.) ;ах;;;;
Vinyar_Вампилов. Прошлым летом в Чулимске;Мужчины любят рябчиков, не правда ли? 	 ;а как же;;;;
Vinyar_Вампилов. Прошлым летом в Чулимске;Особенно если… (Жестом обозначает выпивку.) 	 ;да;;;;
Vinyar_Вампилов. Прошлым летом в Чулимске;Валентина, что там у вас есть, какое вино? Валентина не отвечает. По-моему, вермут. (Поморщилась.) ;нет;;;;
Vinyar_Вампилов. Прошлым летом в Чулимске;Обойдите кругом. Кашкина останавливается и подчеркнуто вопросительно смотрит на Валентину. Обойдите, пожалуйста, кругом. 	 ;ах да;;;;
Vinyar_Вампилов. Прошлым летом в Чулимске;Если вы не возражаете. 	 Возражать не имею права. (Насмешливо.) Но смотри у меня. 	 ;что вы;;;;
Vinyar_Вампилов. Прошлым летом в Чулимске;В сенях висит. А меня ты знаешь. 	 ;что вы;;;;
Vinyar_Вампилов. Прошлым летом в Чулимске;Кто ж вас не знает? Да я разве позволю? Нахальство, Федор Игнатьевич, совсем не в моих интересах. 	 ;ну-ну;;;;
Vinyar_Вампилов. Прошлым летом в Чулимске;мало ли что. А пока топай. 	 ;до свиданья;;;;
Vinyar_Вампилов. Прошлым летом в Чулимске;Один. И свататься пришел. Сам пришел, по чести, по хорошему. ;и что;;;;
Vinyar_Вампилов. Прошлым летом в Чулимске;А я уважаю. 	 Папа… Ты взаправду, что ли? 	 ;а что;;;;
